UNITID,total_faculty,female_faculty_percent,male_faculty_percent,diversity_category,faculty_size_category,faculty_description,diversity_index,asian_faculty_percent,black_faculty_percent,hispanic_faculty_percent,white_faculty_percent
227225,469,59.7,40.3,Low,Medium,469 faculty (balanced) | Gender-balanced faculty (59.7% female) | Emerging faculty diversity,0.168,0.0,1.5,4.5,91.0
162104,468,60.9,39.1,Moderate,Medium,468 faculty (balanced) | Female-majority faculty (60.9%) | Moderately diverse faculty,0.347,0.0,10.7,7.7,79.7
445948,468,71.2,28.8,High,Medium,"468 faculty (balanced) | Female-majority faculty (71.2%) | Highly diverse faculty | Strong 25.0% black faculty, 23.1% hispanic faculty representation",0.727,5.8,25.0,23.1,38.5
187912,467,38.8,61.2,Moderate,Medium,467 faculty (balanced) | Male-majority faculty (61.2%) | Moderately diverse faculty,0.565,6.4,3.6,9.9,64.0
180948,467,52.2,47.8,Low,Medium,467 faculty (balanced) | Gender-balanced faculty (52.2% female) | Emerging faculty diversity,0.264,5.8,5.1,1.1,85.4
111434,467,67.0,33.0,High,Medium,467 faculty (balanced) | Female-majority faculty (67.0%) | Highly diverse faculty | Strong 18.2% hispanic faculty representation,0.66,14.3,4.3,18.2,52.5
141981,466,46.4,53.6,High,Medium,466 faculty (balanced) | Gender-balanced faculty (46.4% female) | Highly diverse faculty | Strong 27.0% asian faculty representation,0.754,27.0,7.9,4.3,38.2
100937,466,56.7,43.3,Low,Medium,466 faculty (balanced) | Gender-balanced faculty (56.7% female) | Emerging faculty diversity,0.172,4.1,5.2,0.0,90.8
174738,465,48.4,51.6,Low,Medium,465 faculty (balanced) | Gender-balanced faculty (48.4% female) | Emerging faculty diversity,0.083,2.2,0.0,1.1,95.7
150066,465,49.5,50.5,Low,Medium,465 faculty (balanced) | Gender-balanced faculty (49.5% female) | Emerging faculty diversity,0.226,2.6,3.2,4.3,87.7
207306,465,53.5,46.5,Low,Medium,465 faculty (balanced) | Gender-balanced faculty (53.5% female) | Emerging faculty diversity,0.231,3.2,2.2,1.5,87.5
235024,464,57.1,42.9,High,Medium,464 faculty (balanced) | Gender-balanced faculty (57.1% female) | Highly diverse faculty,0.636,0.0,5.0,8.0,44.2
170550,464,57.3,42.7,Low,Medium,464 faculty (balanced) | Gender-balanced faculty (57.3% female) | Emerging faculty diversity,0.213,0.0,6.9,1.1,88.4
176947,464,57.1,42.9,Low,Medium,464 faculty (balanced) | Gender-balanced faculty (57.1% female) | Emerging faculty diversity,0.021,1.1,0.0,0.0,98.9
117690,464,56.5,43.5,High,Medium,"464 faculty (balanced) | Gender-balanced faculty (56.5% female) | Highly diverse faculty | Strong 15.1% black faculty, 18.8% hispanic faculty representation",0.792,12.9,15.1,18.8,29.5
148584,463,63.1,36.9,Moderate,Medium,463 faculty (balanced) | Female-majority faculty (63.1%) | Moderately diverse faculty,0.338,3.2,6.5,6.3,80.8
183938,463,59.6,40.4,Low,Medium,463 faculty (balanced) | Gender-balanced faculty (59.6% female) | Emerging faculty diversity,0.299,5.2,8.0,2.2,83.2
236072,463,59.6,40.4,High,Medium,463 faculty (balanced) | Gender-balanced faculty (59.6% female) | Highly diverse faculty | Strong 15.8% asian faculty representation,0.709,15.8,6.7,4.8,48.2
172264,462,59.1,40.9,Low,Medium,462 faculty (balanced) | Gender-balanced faculty (59.1% female) | Emerging faculty diversity,0.171,4.5,1.5,1.5,90.9
240693,462,43.9,56.1,Low,Medium,462 faculty (balanced) | Gender-balanced faculty (43.9% female) | Emerging faculty diversity,0.171,1.5,0.0,4.5,90.9
142179,462,51.5,48.5,Low,Medium,462 faculty (balanced) | Gender-balanced faculty (51.5% female) | Emerging faculty diversity,0.088,0.0,0.0,3.0,95.5
168528,462,45.7,54.3,Low,Medium,462 faculty (balanced) | Gender-balanced faculty (45.7% female) | Emerging faculty diversity,0.23,5.2,0.0,3.7,87.4
153533,462,48.5,51.5,Low,Medium,462 faculty (balanced) | Gender-balanced faculty (48.5% female) | Emerging faculty diversity,0.03,0.0,1.5,0.0,98.5
199625,462,69.7,30.3,Moderate,Medium,462 faculty (balanced) | Female-majority faculty (69.7%) | Moderately diverse faculty,0.315,0.0,10.6,1.5,81.8
262031,461,60.1,39.9,Low,Medium,461 faculty (balanced) | Female-majority faculty (60.1%) | Emerging faculty diversity,0.264,2.2,4.3,2.2,85.5
107460,461,55.1,44.9,Low,Medium,461 faculty (balanced) | Gender-balanced faculty (55.1% female) | Emerging faculty diversity,0.196,1.5,0.0,3.0,89.4
243106,460,50.4,49.6,Low,Medium,460 faculty (balanced) | Gender-balanced faculty (50.4% female) | Emerging faculty diversity | Strong 91.7% hispanic faculty representation,0.153,0.0,0.0,91.7,1.1
484002,459,78.4,21.6,High,Medium,"459 faculty (balanced) | Female-majority faculty (78.4%) | Highly diverse faculty | Strong 23.5% asian faculty, 27.5% hispanic faculty representation",0.765,23.5,11.8,27.5,29.4
107071,459,54.7,45.3,Moderate,Medium,459 faculty (balanced) | Gender-balanced faculty (54.7% female) | Moderately diverse faculty,0.354,3.3,5.4,1.1,79.7
195058,458,58.7,41.3,Moderate,Medium,458 faculty (balanced) | Gender-balanced faculty (58.7% female) | Moderately diverse faculty,0.401,8.1,9.8,4.8,76.2
147004,458,60.3,39.7,Low,Medium,458 faculty (balanced) | Female-majority faculty (60.3%) | Emerging faculty diversity,0.208,7.6,2.6,0.0,88.6
199306,456,65.8,34.2,Moderate,Medium,456 faculty (balanced) | Female-majority faculty (65.8%) | Moderately diverse faculty,0.32,1.5,8.6,4.6,81.8
184773,456,67.3,32.7,Moderate,Medium,456 faculty (balanced) | Female-majority faculty (67.3%) | Moderately diverse faculty,0.404,14.7,6.6,3.3,75.4
154059,455,43.1,56.9,Low,Medium,455 faculty (balanced) | Gender-balanced faculty (43.1% female) | Emerging faculty diversity,0.06,1.5,0.0,0.0,96.9
161226,455,65.5,34.5,Low,Medium,455 faculty (balanced) | Female-majority faculty (65.5%) | Emerging faculty diversity,0.126,2.2,0.0,0.0,93.4
207403,455,37.1,62.9,Moderate,Medium,455 faculty (balanced) | Male-majority faculty (62.9%) | Moderately diverse faculty,0.409,1.1,5.5,2.2,75.2
136233,454,59.5,40.5,Low,Medium,454 faculty (balanced) | Gender-balanced faculty (59.5% female) | Emerging faculty diversity,0.285,1.1,6.8,4.2,84.1
154101,452,50.9,49.1,Low,Medium,452 faculty (balanced) | Gender-balanced faculty (50.9% female) | Emerging faculty diversity,0.211,3.3,0.0,1.1,88.5
100812,452,54.6,45.4,Moderate,Medium,452 faculty (balanced) | Gender-balanced faculty (54.6% female) | Moderately diverse faculty,0.439,6.6,13.5,3.3,73.2
198756,451,58.1,41.9,High,Medium,451 faculty (balanced) | Gender-balanced faculty (58.1% female) | Highly diverse faculty | Strong 50.3% black faculty representation,0.65,7.8,50.3,3.3,27.9
192749,451,57.6,42.4,Moderate,Medium,451 faculty (balanced) | Gender-balanced faculty (57.6% female) | Moderately diverse faculty,0.43,11.1,2.2,2.7,74.3
183974,451,58.3,41.7,Low,Medium,451 faculty (balanced) | Gender-balanced faculty (58.3% female) | Emerging faculty diversity,0.198,5.1,1.6,2.0,89.4
156213,451,44.8,55.2,Low,Medium,451 faculty (balanced) | Gender-balanced faculty (44.8% female) | Emerging faculty diversity,0.171,3.3,1.1,2.7,90.9
234173,451,51.7,48.3,Low,Medium,451 faculty (balanced) | Gender-balanced faculty (51.7% female) | Emerging faculty diversity,0.259,2.7,4.4,4.4,85.8
139968,451,49.4,50.6,Moderate,Medium,451 faculty (balanced) | Gender-balanced faculty (49.4% female) | Moderately diverse faculty | Strong 18.0% black faculty representation,0.33,2.2,18.0,0.0,79.8
154572,450,53.3,46.7,Low,Medium,450 faculty (balanced) | Gender-balanced faculty (53.3% female) | Emerging faculty diversity,0.119,0.0,0.0,3.1,93.8
451404,450,0.0,100.0,Low,Medium,450 faculty (balanced) | Male-majority faculty (100.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
236975,450,59.6,40.4,Moderate,Medium,450 faculty (balanced) | Gender-balanced faculty (59.6% female) | Moderately diverse faculty,0.4,5.6,2.2,6.7,76.7
203757,450,74.9,25.1,Low,Medium,450 faculty (balanced) | Female-majority faculty (74.9%) | Emerging faculty diversity,0.163,2.0,5.1,1.6,91.3
221953,450,40.0,60.0,Low,Medium,450 faculty (balanced) | Male-majority faculty (60.0%) | Emerging faculty diversity,0.114,4.0,0.0,2.0,94.0
160630,450,41.6,58.4,Moderate,Medium,450 faculty (balanced) | Gender-balanced faculty (41.6% female) | Moderately diverse faculty | Strong 65.3% black faculty representation,0.506,6.7,65.3,0.0,24.9
158802,449,54.8,45.2,Moderate,Medium,449 faculty (balanced) | Gender-balanced faculty (54.8% female) | Moderately diverse faculty | Strong 60.4% black faculty representation,0.574,3.3,60.4,5.8,23.2
142294,449,41.9,58.1,Low,Medium,449 faculty (balanced) | Gender-balanced faculty (41.9% female) | Emerging faculty diversity,0.245,2.2,0.0,4.5,86.6
237039,449,59.5,40.5,Low,Medium,449 faculty (balanced) | Gender-balanced faculty (59.5% female) | Emerging faculty diversity,0.264,4.5,0.0,2.2,85.5
203544,448,75.0,25.0,Moderate,Medium,448 faculty (balanced) | Female-majority faculty (75.0%) | Moderately diverse faculty,0.355,3.1,7.8,3.1,79.7
157818,448,50.0,50.0,Low,Medium,448 faculty (balanced) | Gender-balanced faculty (50.0% female) | Emerging faculty diversity,0.168,2.7,1.1,3.1,91.1
199908,448,53.1,46.9,Low,Medium,448 faculty (balanced) | Gender-balanced faculty (53.1% female) | Emerging faculty diversity,0.12,3.1,1.6,1.6,93.8
198206,448,53.1,46.9,Low,Medium,448 faculty (balanced) | Gender-balanced faculty (53.1% female) | Emerging faculty diversity,0.172,0.0,7.8,0.0,90.6
183099,448,71.9,28.1,Low,Medium,448 faculty (balanced) | Female-majority faculty (71.9%) | Emerging faculty diversity,0.09,0.0,0.0,0.0,95.3
441229,448,65.6,34.4,High,Medium,448 faculty (balanced) | Female-majority faculty (65.6%) | Highly diverse faculty,0.604,12.5,3.1,7.8,14.1
497046,447,52.1,47.9,High,Medium,447 faculty (balanced) | Gender-balanced faculty (52.1% female) | Highly diverse faculty | Strong 29.3% hispanic faculty representation,0.677,7.2,6.0,29.3,47.2
174507,447,55.5,44.5,Moderate,Medium,447 faculty (balanced) | Gender-balanced faculty (55.5% female) | Moderately diverse faculty,0.306,12.1,3.6,2.0,82.3
177986,447,57.3,42.7,Moderate,Medium,447 faculty (balanced) | Gender-balanced faculty (57.3% female) | Moderately diverse faculty,0.321,6.3,1.6,5.6,81.9
173708,446,36.3,63.7,Low,Medium,446 faculty (balanced) | Male-majority faculty (63.7%) | Emerging faculty diversity,0.246,2.2,3.4,5.6,86.5
440402,446,57.6,42.4,Low,Medium,446 faculty (balanced) | Gender-balanced faculty (57.6% female) | Emerging faculty diversity,0.09,0.0,4.7,0.0,95.3
177676,446,58.1,41.9,Low,Medium,446 faculty (balanced) | Gender-balanced faculty (58.1% female) | Emerging faculty diversity,0.086,4.5,0.0,0.0,95.5
174251,446,45.5,54.5,Moderate,Medium,446 faculty (balanced) | Gender-balanced faculty (45.5% female) | Moderately diverse faculty,0.302,5.6,1.1,4.5,83.2
130624,446,45.5,54.5,Moderate,Medium,446 faculty (balanced) | Gender-balanced faculty (45.5% female) | Moderately diverse faculty,0.302,5.6,1.1,4.5,83.2
237950,444,41.0,59.0,Moderate,Medium,444 faculty (balanced) | Gender-balanced faculty (41.0% female) | Moderately diverse faculty,0.503,12.4,2.3,1.1,68.5
197850,443,63.0,37.0,Moderate,Medium,443 faculty (balanced) | Female-majority faculty (63.0%) | Moderately diverse faculty | Strong 17.2% black faculty representation,0.342,1.6,17.2,0.5,79.2
162168,443,68.4,31.6,Low,Medium,443 faculty (balanced) | Female-majority faculty (68.4%) | Emerging faculty diversity,0.236,4.1,2.0,1.6,87.1
153825,442,51.6,48.4,Low,Medium,442 faculty (balanced) | Gender-balanced faculty (51.6% female) | Emerging faculty diversity,0.165,2.3,0.0,0.0,91.2
166692,442,37.1,62.9,Moderate,Medium,442 faculty (balanced) | Male-majority faculty (62.9%) | Moderately diverse faculty,0.334,10.2,2.3,4.5,80.8
231697,441,49.2,50.8,Low,Medium,441 faculty (balanced) | Gender-balanced faculty (49.2% female) | Emerging faculty diversity,0.285,3.2,6.3,4.8,84.1
484844,441,44.9,55.1,Moderate,Medium,441 faculty (balanced) | Gender-balanced faculty (44.9% female) | Moderately diverse faculty,0.586,4.1,4.1,2.0,55.1
146603,440,58.0,42.0,Low,Medium,440 faculty (balanced) | Gender-balanced faculty (58.0% female) | Emerging faculty diversity,0.21,2.3,5.7,1.1,88.6
149727,440,54.5,45.5,Moderate,Medium,440 faculty (balanced) | Gender-balanced faculty (54.5% female) | Moderately diverse faculty,0.34,6.8,2.3,3.4,80.7
154527,440,54.3,45.7,Moderate,Medium,440 faculty (balanced) | Gender-balanced faculty (54.3% female) | Moderately diverse faculty,0.308,6.1,2.3,2.7,82.7
113218,440,60.2,39.8,Moderate,Medium,440 faculty (balanced) | Female-majority faculty (60.2%) | Moderately diverse faculty | Strong 19.3% hispanic faculty representation,0.563,5.7,1.1,19.3,62.5
228325,439,35.5,64.5,Low,Medium,439 faculty (balanced) | Male-majority faculty (64.5%) | Emerging faculty diversity,0.291,6.4,3.2,6.8,83.6
120403,439,58.1,41.9,Moderate,Medium,439 faculty (balanced) | Gender-balanced faculty (58.1% female) | Moderately diverse faculty,0.59,14.6,1.6,9.3,61.0
140872,439,57.2,42.8,Low,Medium,439 faculty (balanced) | Gender-balanced faculty (57.2% female) | Emerging faculty diversity,0.118,1.1,2.7,2.3,93.8
440031,438,52.3,47.7,Moderate,Medium,438 faculty (balanced) | Gender-balanced faculty (52.3% female) | Moderately diverse faculty | Strong 27.6% asian faculty representation,0.566,27.6,2.1,2.1,59.6
156231,437,53.3,46.7,Low,Medium,437 faculty (balanced) | Gender-balanced faculty (53.3% female) | Emerging faculty diversity,0.258,1.1,1.1,0.0,85.4
123095,437,62.2,37.8,Moderate,Medium,437 faculty (balanced) | Female-majority faculty (62.2%) | Moderately diverse faculty,0.555,6.2,14.0,7.8,64.3
145691,437,50.3,49.7,Low,Medium,437 faculty (balanced) | Gender-balanced faculty (50.3% female) | Emerging faculty diversity,0.242,5.5,1.1,4.3,86.7
102669,437,56.3,43.7,Moderate,Medium,437 faculty (balanced) | Gender-balanced faculty (56.3% female) | Moderately diverse faculty,0.37,3.2,5.7,0.0,78.5
192864,436,70.0,30.0,Moderate,Medium,436 faculty (balanced) | Female-majority faculty (70.0%) | Moderately diverse faculty,0.488,7.8,4.6,0.0,68.3
189501,436,63.5,36.5,Moderate,Medium,436 faculty (balanced) | Female-majority faculty (63.5%) | Moderately diverse faculty,0.451,13.1,6.7,1.1,72.5
211468,435,73.1,26.9,Low,Medium,435 faculty (balanced) | Female-majority faculty (73.1%) | Emerging faculty diversity,0.098,1.6,1.1,1.1,94.9
175236,435,48.3,51.7,Low,Medium,435 faculty (balanced) | Gender-balanced faculty (48.3% female) | Emerging faculty diversity,0.045,0.0,1.1,0.0,97.7
204477,435,35.9,64.1,Moderate,Medium,435 faculty (balanced) | Male-majority faculty (64.1%) | Moderately diverse faculty,0.475,12.0,1.1,0.0,69.9
126119,435,47.8,52.2,Moderate,Medium,435 faculty (balanced) | Gender-balanced faculty (47.8% female) | Moderately diverse faculty,0.423,11.7,1.1,5.1,74.7
235422,434,55.1,44.9,High,Medium,434 faculty (balanced) | Gender-balanced faculty (55.1% female) | Highly diverse faculty | Strong 17.1% hispanic faculty representation,0.674,7.4,6.5,17.1,52.5
107585,434,48.4,51.6,Low,Medium,434 faculty (balanced) | Gender-balanced faculty (48.4% female) | Emerging faculty diversity,0.032,0.0,0.0,0.0,98.4
114549,432,66.7,33.3,Moderate,Medium,432 faculty (balanced) | Female-majority faculty (66.7%) | Moderately diverse faculty,0.473,4.2,12.5,8.3,70.8
124292,432,11.6,88.4,Moderate,Medium,432 faculty (balanced) | Male-majority faculty (88.4%) | Moderately diverse faculty,0.565,3.7,0.0,8.3,61.8
243212,432,54.4,45.6,Low,Medium,432 faculty (balanced) | Gender-balanced faculty (54.4% female) | Emerging faculty diversity | Strong 100.0% hispanic faculty representation,0.0,0.0,0.0,100.0,0.0
157748,432,8.3,91.7,Moderate,Medium,432 faculty (balanced) | Male-majority faculty (91.7%) | Moderately diverse faculty,0.318,2.1,2.1,0.0,81.2
156790,431,58.2,41.8,Low,Medium,431 faculty (balanced) | Gender-balanced faculty (58.2% female) | Emerging faculty diversity,0.094,0.0,0.0,0.0,95.1
200572,429,57.8,42.2,Low,Medium,429 faculty (balanced) | Gender-balanced faculty (57.8% female) | Emerging faculty diversity,0.289,1.6,1.2,0.0,83.9
218414,428,46.7,53.3,Moderate,Medium,428 faculty (balanced) | Gender-balanced faculty (46.7% female) | Moderately diverse faculty,0.405,2.8,12.4,3.3,75.9
226383,427,46.6,53.4,Low,Medium,427 faculty (balanced) | Gender-balanced faculty (46.6% female) | Emerging faculty diversity,0.14,0.0,1.2,6.3,92.5
233611,427,32.6,67.4,Low,Medium,427 faculty (balanced) | Male-majority faculty (67.4%) | Emerging faculty diversity,0.141,0.0,0.0,3.3,92.5
218238,426,50.9,49.1,Moderate,Medium,426 faculty (balanced) | Gender-balanced faculty (50.9% female) | Moderately diverse faculty,0.343,2.3,13.8,1.6,79.8
201672,426,66.0,34.0,Low,Medium,426 faculty (balanced) | Female-majority faculty (66.0%) | Emerging faculty diversity,0.194,6.3,4.2,0.0,89.4
180106,425,55.5,44.5,Moderate,Medium,425 faculty (balanced) | Gender-balanced faculty (55.5% female) | Moderately diverse faculty,0.348,1.2,2.4,0.0,79.1
229540,425,63.8,36.2,Moderate,Medium,425 faculty (balanced) | Female-majority faculty (63.8%) | Moderately diverse faculty,0.355,0.0,1.2,13.4,79.1
228501,425,41.4,58.6,High,Medium,425 faculty (balanced) | Gender-balanced faculty (41.4% female) | Highly diverse faculty | Strong 31.5% hispanic faculty representation,0.631,4.7,2.4,31.5,51.1
194392,425,47.3,52.7,Low,Medium,425 faculty (balanced) | Gender-balanced faculty (47.3% female) | Emerging faculty diversity,0.094,4.9,0.0,0.0,95.1
165936,424,50.9,49.1,Moderate,Medium,424 faculty (balanced) | Gender-balanced faculty (50.9% female) | Moderately diverse faculty | Strong 15.6% asian faculty representation,0.429,15.6,1.7,2.1,73.8
198215,424,60.4,39.6,Low,Medium,424 faculty (balanced) | Female-majority faculty (60.4%) | Emerging faculty diversity,0.193,1.2,1.2,4.5,89.6
212869,423,74.0,26.0,Moderate,Medium,423 faculty (balanced) | Female-majority faculty (74.0%) | Moderately diverse faculty,0.36,3.3,14.9,0.0,78.5
151661,423,8.5,91.5,Low,Medium,423 faculty (balanced) | Male-majority faculty (91.5%) | Emerging faculty diversity,0.263,0.0,10.6,4.3,85.1
243568,423,59.6,40.4,Moderate,Medium,423 faculty (balanced) | Gender-balanced faculty (59.6% female) | Moderately diverse faculty | Strong 76.6% hispanic faculty representation,0.368,2.1,0.0,76.6,21.3
213011,423,58.9,41.1,Moderate,Medium,423 faculty (balanced) | Gender-balanced faculty (58.9% female) | Moderately diverse faculty,0.334,8.0,7.6,1.2,80.9
159407,421,72.2,27.8,Moderate,Medium,421 faculty (balanced) | Female-majority faculty (72.2%) | Moderately diverse faculty,0.36,2.4,12.6,3.3,78.9
170639,421,32.5,67.5,Moderate,Medium,421 faculty (balanced) | Male-majority faculty (67.5%) | Moderately diverse faculty,0.386,2.4,0.0,0.0,76.2
184481,421,48.5,51.5,High,Medium,421 faculty (balanced) | Gender-balanced faculty (48.5% female) | Highly diverse faculty | Strong 40.6% black faculty representation,0.692,10.7,40.6,10.7,34.4
240736,420,53.6,46.4,Low,Medium,420 faculty (balanced) | Gender-balanced faculty (53.6% female) | Emerging faculty diversity,0.277,9.3,0.0,0.0,6.4
126863,420,56.7,43.3,Moderate,Medium,420 faculty (balanced) | Gender-balanced faculty (56.7% female) | Moderately diverse faculty,0.393,11.7,6.7,1.7,76.7
155858,420,45.0,55.0,Moderate,Medium,420 faculty (balanced) | Gender-balanced faculty (45.0% female) | Moderately diverse faculty | Strong 20.0% hispanic faculty representation,0.396,1.7,0.0,20.0,75.0
217925,420,32.4,67.6,Low,Medium,420 faculty (balanced) | Male-majority faculty (67.6%) | Emerging faculty diversity,0.278,6.7,5.5,1.7,84.5
161077,420,43.3,56.7,Low,Medium,420 faculty (balanced) | Gender-balanced faculty (43.3% female) | Emerging faculty diversity,0.097,1.7,0.0,1.7,95.0
216296,420,23.8,76.2,Low,Medium,420 faculty (balanced) | Male-majority faculty (76.2%) | Emerging faculty diversity,0.239,3.6,6.0,1.2,86.9
148016,420,53.3,46.7,Moderate,Medium,420 faculty (balanced) | Gender-balanced faculty (53.3% female) | Moderately diverse faculty,0.321,0.0,3.3,3.3,81.7
441982,419,48.4,51.6,Moderate,Medium,419 faculty (balanced) | Gender-balanced faculty (48.4% female) | Moderately diverse faculty,0.333,10.7,6.4,2.1,80.7
242626,419,56.6,43.4,Low,Medium,419 faculty (balanced) | Gender-balanced faculty (56.6% female) | Emerging faculty diversity | Strong 100.0% hispanic faculty representation,0.0,0.0,0.0,100.0,0.0
193946,417,52.8,47.2,Low,Medium,417 faculty (balanced) | Gender-balanced faculty (52.8% female) | Emerging faculty diversity,0.158,3.6,2.4,0.0,91.6
207397,417,59.2,40.8,Moderate,Medium,417 faculty (balanced) | Gender-balanced faculty (59.2% female) | Moderately diverse faculty,0.416,2.4,3.6,4.8,75.5
242705,416,46.2,53.8,Low,Medium,416 faculty (balanced) | Gender-balanced faculty (46.2% female) | Emerging faculty diversity | Strong 98.8% hispanic faculty representation,0.024,0.0,0.0,98.8,0.0
238333,416,51.9,48.1,Moderate,Medium,416 faculty (balanced) | Gender-balanced faculty (51.9% female) | Moderately diverse faculty,0.43,5.8,3.6,6.0,74.5
217961,415,62.9,37.1,Low,Medium,415 faculty (balanced) | Female-majority faculty (62.9%) | Emerging faculty diversity,0.179,0.0,4.8,4.8,90.4
376695,414,47.8,52.2,Moderate,Medium,414 faculty (balanced) | Gender-balanced faculty (47.8% female) | Moderately diverse faculty | Strong 15.2% asian faculty representation,0.53,15.2,6.5,0.0,13.0
168786,414,42.5,57.5,Moderate,Medium,414 faculty (balanced) | Gender-balanced faculty (42.5% female) | Moderately diverse faculty,0.465,1.2,0.0,1.2,67.6
202648,414,60.9,39.1,Low,Medium,414 faculty (balanced) | Female-majority faculty (60.9%) | Emerging faculty diversity,0.271,0.0,4.3,2.2,84.8
195049,413,33.9,66.1,Moderate,Medium,413 faculty (balanced) | Male-majority faculty (66.1%) | Moderately diverse faculty,0.387,11.6,0.0,6.8,77.0
161138,413,50.8,49.2,Moderate,Medium,413 faculty (balanced) | Gender-balanced faculty (50.8% female) | Moderately diverse faculty,0.341,1.7,0.0,0.0,79.7
141167,413,66.1,33.9,Moderate,Medium,413 faculty (balanced) | Female-majority faculty (66.1%) | Moderately diverse faculty,0.322,3.4,11.9,3.4,81.4
153126,413,70.0,30.0,Low,Medium,413 faculty (balanced) | Female-majority faculty (70.0%) | Emerging faculty diversity,0.155,3.6,2.9,1.7,91.8
237686,412,63.3,36.7,Low,Medium,412 faculty (balanced) | Female-majority faculty (63.3%) | Emerging faculty diversity,0.129,1.2,0.0,0.0,93.2
154688,412,51.5,48.5,Low,Medium,412 faculty (balanced) | Gender-balanced faculty (51.5% female) | Emerging faculty diversity,0.252,1.2,1.2,2.4,85.9
182306,411,38.4,61.6,Low,Medium,411 faculty (balanced) | Male-majority faculty (61.6%) | Emerging faculty diversity,0.277,0.0,0.0,6.6,84.4
154004,411,48.7,51.3,Low,Medium,411 faculty (balanced) | Gender-balanced faculty (48.7% female) | Emerging faculty diversity,0.156,3.4,3.6,1.2,91.7
148405,410,61.0,39.0,Low,Medium,410 faculty (balanced) | Female-majority faculty (61.0%) | Emerging faculty diversity,0.199,3.4,0.0,3.7,89.3
214166,410,69.3,30.7,Low,Medium,410 faculty (balanced) | Female-majority faculty (69.3%) | Emerging faculty diversity,0.034,0.0,0.0,1.7,98.3
102234,410,52.9,47.1,Low,Medium,410 faculty (balanced) | Gender-balanced faculty (52.9% female) | Emerging faculty diversity,0.258,2.4,3.4,4.9,85.9
150604,410,50.7,49.3,Low,Medium,410 faculty (balanced) | Gender-balanced faculty (50.7% female) | Emerging faculty diversity,0.245,0.0,1.2,4.6,86.6
444954,409,66.3,33.7,Low,Medium,409 faculty (balanced) | Female-majority faculty (66.3%) | Emerging faculty diversity,0.076,1.7,0.0,2.2,96.1
166018,409,51.3,48.7,Moderate,Medium,409 faculty (balanced) | Gender-balanced faculty (51.3% female) | Moderately diverse faculty | Strong 16.6% hispanic faculty representation,0.557,2.2,6.6,16.6,63.6
193399,408,58.3,41.7,High,Medium,408 faculty (balanced) | Gender-balanced faculty (58.3% female) | Highly diverse faculty,0.605,11.3,9.3,7.1,60.0
148007,408,64.0,36.0,Moderate,Medium,408 faculty (balanced) | Female-majority faculty (64.0%) | Moderately diverse faculty | Strong 21.3% black faculty representation,0.482,5.4,21.3,4.9,68.4
154350,408,46.6,53.4,Low,Medium,408 faculty (balanced) | Gender-balanced faculty (46.6% female) | Emerging faculty diversity,0.168,1.2,1.2,6.6,90.9
175421,407,54.5,45.5,Low,Medium,407 faculty (balanced) | Gender-balanced faculty (54.5% female) | Emerging faculty diversity,0.271,6.6,7.4,0.0,84.8
236504,406,40.6,59.4,High,Medium,406 faculty (balanced) | Gender-balanced faculty (40.6% female) | Highly diverse faculty,0.607,13.8,1.2,1.7,55.7
107992,406,51.7,48.3,Low,Medium,406 faculty (balanced) | Gender-balanced faculty (51.7% female) | Emerging faculty diversity,0.271,0.0,12.1,0.0,84.5
436304,406,56.9,43.1,Moderate,Medium,406 faculty (balanced) | Gender-balanced faculty (56.9% female) | Moderately diverse faculty | Strong 29.3% black faculty representation,0.505,3.4,29.3,1.7,63.8
141006,406,44.8,55.2,Moderate,Medium,406 faculty (balanced) | Gender-balanced faculty (44.8% female) | Moderately diverse faculty | Strong 29.3% black faculty representation,0.414,0.0,29.3,0.0,70.7
181817,406,53.4,46.6,Low,Medium,406 faculty (balanced) | Gender-balanced faculty (53.4% female) | Emerging faculty diversity,0.193,1.7,0.0,5.2,89.7
176770,406,91.4,8.6,Low,Medium,406 faculty (balanced) | Female-majority faculty (91.4%) | Emerging faculty diversity,0.067,0.0,0.0,0.0,96.6
236382,406,50.7,49.3,Moderate,Medium,406 faculty (balanced) | Gender-balanced faculty (50.7% female) | Moderately diverse faculty,0.574,11.6,10.8,3.7,62.3
178208,405,8.9,91.1,Moderate,Medium,405 faculty (balanced) | Male-majority faculty (91.1%) | Moderately diverse faculty | Strong 15.6% asian faculty representation,0.483,15.6,2.2,13.3,68.9
167288,405,53.3,46.7,Moderate,Medium,405 faculty (balanced) | Gender-balanced faculty (53.3% female) | Moderately diverse faculty,0.377,9.1,4.2,6.2,78.0
448673,405,91.1,8.9,Moderate,Medium,405 faculty (balanced) | Female-majority faculty (91.1%) | Moderately diverse faculty | Strong 26.7% black faculty representation,0.563,4.4,26.7,4.4,60.0
101569,405,46.9,53.1,Moderate,Medium,405 faculty (balanced) | Gender-balanced faculty (46.9% female) | Moderately diverse faculty | Strong 54.3% black faculty representation,0.537,0.0,54.3,0.0,40.7
174376,405,61.7,38.3,Low,Medium,405 faculty (balanced) | Female-majority faculty (61.7%) | Emerging faculty diversity,0.288,3.7,4.9,0.0,84.0
224660,405,31.1,68.9,High,Medium,405 faculty (balanced) | Male-majority faculty (68.9%) | Highly diverse faculty | Strong 51.1% hispanic faculty representation,0.66,4.4,6.7,51.1,24.4
